,age,gender,city,position,experience,germany_experience,work_level,main_tech,other_tech,yearly_salary,vacation_days,emp_state,contract_duration,main_language,company_size,company_type,covid_lost,first_word
735,24,Male,Berlin,Backend Developer,1.0,1.0,Working Student,Python,"Python, Javascript / Typescript, R",14400.0,24.0,part-time,Temporary contract,German,up to 10,Startup,No,Python
736,28,Male,Frankfurt,XR Developer,8.0,1.0,Lead,C#,"Python, Javascript / Typescript",25000.0,1.0,full-time,Temporary contract,English,11-50,Startup,No,C
737,28,Male,Berlin,Data Scientist,4.0,4.0,Head,python,"R, SQL, AWS, Docker",105000.0,100.0,full-time,Unlimited contract,German,11-50,Consulting / Agency,No,python
738,36,Male,Hamburg,Data Scientist,2.0,10.0,Middle,Python,"Java / Scala, SQL",63000.0,30.0,full-time,Unlimited contract,English,11-50,Product,No,Python
739,26,Male,Berlin,DevOps,5.0,2.0,Middle,"Kubernetes, Terraform, GCP","Ruby, AWS, Google Cloud, Docker, Helm, Kustomize, Ansible",72000.0,23.0,full-time,Unlimited contract,English,11-50,Startup,No,Kubernetes
740,36,Male,Munich,DevOps,14.0,6.0,Middle,PowerShell,SQL,65000.0,30.0,full-time,Unlimited contract,German,101-1000,Consulting / Agency,No,PowerShell
741,33,Male,Berlin,Backend Developer,13.0,1.5,Senior,Python,"Python, Go, Docker",83000.0,30.0,full-time,Unlimited contract,English,51-100,Startup,No,Python
742,35,Male,Berlin,Data Engineer,6.0,6.0,Senior,Java,"Python, Java / Scala, SQL, Go, AWS, Kubernetes, Docker",200000.0,14.0,freelancer,Temporary contract,English,11-50,Startup,No,Java
743,29,Male,Basel,Data Scientist,5.0,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0       3.0
1       4.0
2       6.0
3       1.0
4       6.0
       ... 
1248    5.0
1249    1.5
1250    2.0
1251    7.0
1252    2.0
Name: germany_experience, Length: 1236, dtype: object>",Lead,Python,"R, SQL",115000.0,25.0,full-time,Unlimited contract,English,1000+,Pharma,No,Python
744,36,Male,Berlin,Frontend Developer,6.0,4.0,Middle,JavaScript,"Javascript / Typescript, Kubernetes, Docker",58000.0,30.0,full-time,Unlimited contract,English,101-1000,Product,Yes,JavaScript
745,35,Male,Berlin,Software Engineer,2.0,2.0,Middle,"python, scala","Python, Java / Scala, SQL, AWS, Docker",50000.0,45.0,full-time,Unlimited contract,English,1000+,Product,No,python
746,29,Male,Berlin,Backend Developer,9.0,6.0,Senior,Java,"Kotlin, Java / Scala, SQL, AWS",75000.0,25.0,full-time,Unlimited contract,English,51-100,Startup,Yes,Java
747,29,Male,Berlin,DevOps,11.0,7.0,Lead,TypeScript,"Python, Javascript / Typescript, SQL, Google Cloud, Kubernetes, Docker",140000.0,5.0,freelancer,Unlimited contract,English,up to 10,Startup,No,TypeScript
748,32,Male,Hamburg,Backend Developer,14.0,6.0,Lead,Java,"Javascript / Typescript, .NET, SQL",80000.0,28.0,full-time,Unlimited contract,English,101-1000,Startup,No,Java
749,30,Male,Berlin,Software Engineer,7.0,1.0,Senior,python,"Python, C/C++, AWS",49000.0,12.0,full-time,Temporary contract,English,11-50,Startup,No,python
750,30,Male,Munich,Data Scientist,2.0,2.0,Middle,Python,"Python, C/C++, Java / Scala, AWS, Azure, spark",50000.0,30.0,full-time,Unlimited contract,English,11-50,Startup,No,Python
751,30,Male,Berlin,ML Engineer,6.0,2.0,Middle,Python,"SQL, AWS, Docker",59000.0,28.0,full-time,Unlimited contract,English,51-100,Startup,No,Python
752,30,Male,Frankfurt,Data Scientist,5.0,4.0,Middle,Python,"Javascript / Typescript, Java / Scala, R, Google Cloud, Azure, Kubernetes, Docker",52500.0,30.0,full-time,Unlimited contract,English,11-50,Startup,No,Python
753,48,Male,Madrid,DevOps,15.0,0.0,Senior,Python,"Python, Javascript / Typescript, Perl, AWS, Google Cloud, Kubernetes, Docker",30000.0,30.0,full-time,Unlimited contract,English,up to 10,Startup,Yes,Python
754,31,Male,Berlin,Data Analyst,7.0,6.0,Senior,Sql,"Python, R, SQL",83000.0,26.0,full-time,Unlimited contract,English,101-1000,Startup,No,Sql
755,38,Male,Cologne,Software Engineer,15.0,5.0,Senior,C#,"SQL, Azure",59000.0,30.0,full-time,Unlimited contract,English,up to 10,Product,No,C
756,22,Male,Istanbul,Backend Developer,3.0,0.0,Middle,PHP,"Python, Javascript / Typescript, SQL, AWS, Docker",10001.0,0.0,freelancer,Unlimited contract,English,up to 10,Startup,Yes,PHP
757,28,Male,warsaw,Data Scientist,3.0,0.0,Middle,Python,"Java / Scala, SQL, AWS, Google Cloud",50000.0,21.0,freelancer,Unlimited contract,English,101-1000,Product,No,Python
758,29,Male,Berlin,Data Scientist,5.0,2.0,Senior,Python,"Python, R, SQL, Google Cloud",75000.0,24.0,full-time,Unlimited contract,English,11-50,Startup,Yes,Python
759,27,Male,Berlin,Frontend Developer,5.0,1.0,Middle,"Javascript, Angular",Javascript / Typescript,58000.0,25.0,full-time,Unlimited contract,English,101-1000,Startup,No,Javascript
760,34,Male,Berlin,ML Engineer,3.0,3.0,Senior,Python,AWS,70000.0,30.0,full-time,Temporary contract,English,101-1000,Product,No,Python
761,28,Male,Wolfsburg,Software Engineer,2.0,1.0,Junior,C,"Python, C/C++, Docker",48000.0,30.0,full-time,Unlimited contract,English,101-1000,Product,No,C
762,40,Male,Mannheim,Software Engineer,9.0,9.0,Middle,C,"Python, C/C++, Javascript / Typescript, Java / Scala, Perl, MATLAB",88000.0,30.0,full-time,Unlimited contract,English,1000+,Product,No,C
763,35,Female,Munich,Data Scientist,5.0,2.0,Senior,"SAS,SQL,Python","Python, SQL, SAS",75000.0,30.0,full-time,Unlimited contract,English,1000+,Bank,No,SAS
764,29,Male,London,Software Engineer,9.0,0.0,Senior,Typescript,"Javascript / Typescript, Java / Scala",113000.0,25.0,full-time,Unlimited contract,English,1000+,Corporation ,No,Typescript
765,38,Male,Munich,Product Manager,12.0,12.0,Senior,Node,"Python, PHP, SQL",74000.0,30.0,full-time,Unlimited contract,English,1000+,Product,No,Node
766,32,Male,Berlin,Data Engineer,7.0,5.0,Senior,Python/SQL,"AWS, Kubernetes, Docker",82000.0,30.0,full-time,Unlimited contract,English,101-1000,Product,No,Python
767,37,Male,Berlin,Data Scientist,10.0,10.0,Senior,Python,"Python, SQL, AWS, Azure, Kubernetes, Docker",82000.0,30.0,full-time,Unlimited contract,English,101-1000,Product,No,Python
768,29,Male,Karlsruhe,DevOps,6.0,5.0,Senior,"php, js, python, docker","SQL, AWS, Azure",64800.0,30.0,full-time,Unlimited contract,English,11-50,Startup,No,php
769,39,Male,Berlin,Software Engineer,12.0,6.0,Lead,Javascript,"Python, Javascript / Typescript, SQL, AWS, Docker",82000.0,30.0,full-time,Unlimited contract,English,1000+,Product,No,Javascript
770,32,Male,Vienna,DataOps Team Lead,10.0,10.0,Lead,Java,"Javascript / Typescript, SQL, Go, Google Cloud, Kubernetes, Docker",80000.0,25.0,full-time,Unlimited contract,German,1000+,Transport & Logistics,No,Java
771,26,Female,Berlin,Backend Developer,5.0,0.0,Middle,Java,Python,65000.0,28.0,full-time,Unlimited contract,English,1000+,Product,No,Java
772,30,Male,Berlin,Software Engineer,9.0,1.0,Middle,"TypeScript, Kotlin","Kotlin, Javascript / Typescript, Rust",77000.0,26.0,full-time,Unlimited contract,English,1000+,Product,No,TypeScript
773,32,Female,Munich,Data Scientist,5.0,5.0,Senior,Python ,"Python, Go",80000.0,30.0,full-time,Unlimited contract,German,1000+,Product,No,Python
774,32,Male,Munich,Software Engineer,8.0,1.0,Senior,C++,"Python, C/C++",65000.0,30.0,full-time,Unlimited contract,English,101-1000,Consulting / Agency,No,C
775,31,Male,Helsinki,Software Engineer,5.0,0.0,Middle,Java,"Javascript / Typescript, Java / Scala, SQL, AWS, Kubernetes, Docker",59064.0,30.0,full-time,Unlimited contract,English,51-100,Product,No,Java
776,30,Male,Berlin,Software Engineer,10.0,6.0,Senior,Ruby,"Python, Javascript / Typescript, Ruby, .NET, Java / Scala, Azure, Kubernetes",90000.0,30.0,full-time,Unlimited contract,English,1000+,Product,No,Ruby
777,30,Female,Berlin,QA Engineer,8.0,6.0,Senior,Javascript,"Javascript / Typescript, AWS, Docker",70000.0,31.0,full-time,Unlimited contract,English,101-1000,Product,No,Javascript
778,25,Male,Hamburg,Backend Developer,5.0,1.0,Middle,Java,"Kotlin, SQL",53500.0,29.0,full-time,Unlimited contract,English,1000+,Product,No,Java
779,26,Male,Munich,Software Engineer,4.0,0.0,Middle,JavaScript / TypeScript,Javascript / Typescript,75000.0,30.0,full-time,Unlimited contract,English,101-1000,Startup,No,JavaScript
780,39,Male,Siegen,Software Engineer,16.0,6.0,Senior,Embedded,C/C++,62400.0,30.0,full-time,Unlimited contract,Russian,1000+,Product,No,Embedded
781,38,Male,Munich,Software Engineer,16.0,5.0,Senior,.net,.NET,90000.0,36.0,full-time,Unlimited contract,English,101-1000,Product,No,nan
782,32,Male,Innsbruck,Data Scientist,3.0,0.0,Senior,Python,"R, SQL, AWS, Google Cloud",62000.0,25.0,full-time,Unlimited contract,English,1000+,Product,No,Python
783,30,Female,Munich,Frontend Developer,9.0,3.0,Senior,"JavaScript, TypeScript",PHP,60000.0,28.0,full-time,Unlimited contract,English,1000+,Product,No,JavaScript
784,34,Male,Berlin,Backend Developer,10.0,4.0,Middle,Java,Docker,65600.0,30.0,full-time,Unlimited contract,English,101-1000,Product,No,Java
785,36,Male,Stockholm,Mobile Developer,14.0,7.0,Senior,Java,Kotlin,80000.0,30.0,full-time,Unlimited contract,English,1000+,Product,No,Java
786,26,Female,Hannover,QA Engineer,2.0,0.0,Middle,Tricentis Tosca,"Java / Scala, SQL",32000.0,30.0,full-time,Unlimited contract,German,1000+,Non-tech retail,No,Tricentis
787,28,Female,Berlin,Data Analyst,3.0,2.5,Middle,SQL,"Python, Javascript / Typescript, Ruby, AWS",53000.0,30.0,full-time,Unlimited contract,English,101-1000,Product,No,SQL
788,25,Male,Berlin,Software Engineer,6.0,0.0,Middle,Scala,"Python, Javascript / Typescript, Java / Scala, AWS, Kubernetes",65000.0,30.0,full-time,Unlimited contract,English,1000+,Product,No,Scala
789,28,Male,Berlin,Data Scientist,6.0,6.0,Lead,"Python, SQL","Python, Javascript / Typescript, SQL, AWS, Google Cloud",78000.0,26.0,full-time,Unlimited contract,English,51-100,Consulting / Agency,No,Python
790,35,Male,Berlin,Software Engineer,20.0,5.0,Senior,JavaScript,"Javascript / Typescript, AWS, Kubernetes, Docker",100000.0,32.0,full-time,Unlimited contract,English,1000+,Product,No,JavaScript
791,25,Male,Brussels ,Data Scientist,1.0,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0       3.0
1       4.0
2       6.0
3       1.0
4       6.0
       ... 
1248    5.0
1249    1.5
1250    2.0
1251    7.0
1252    2.0
Name: germany_experience, Length: 1236, dtype: object>",Junior,Python ,"Python, SQL, AWS",38000.0,20.0,full-time,Unlimited contract,English,1000+,Consulting / Agency,No,Python
792,23,Female,Berlin,Data analyst ,1.0,1.0,Junior,Sql ,"Python, R, SQL, Google Cloud",36000.0,28.0,full-time,Unlimited contract,English,1000+,Startup,No,Sql
793,28,Male,Munich,Software Engineer,3.0,3.0,Junior,.NET,"Python, C/C++, .NET",65000.0,30.0,full-time,Unlimited contract,English,1000+,Finance,No,nan
794,36,Male,Berlin,Software Engineer,10.0,10.0,Principal,Java & Distributed Systems Stuff,"Python, Javascript / Typescript, Java / Scala, SQL, Google Cloud, Kubernetes, Docker",100000.0,28.0,full-time,Unlimited contract,English,1000+,Product,No,Java
795,30,Male,Heidelberg,Software Engineer,9.0,4.0,Senior,.NET,"Javascript / Typescript, .NET, Docker",60000.0,30.0,full-time,Temporary contract,English,1000+,Research,No,nan
796,30,Male,Heidelberg,Software Engineer,9.0,4.0,Senior,.NET,"Javascript / Typescript, .NET, Docker",60000.0,30.0,full-time,Temporary contract,English,1000+,Research,No,nan
797,28,Male,Zurich,Software Engineer,6.0,0.0,Middle,C++,"Python, C/C++, Java / Scala",100000.0,25.0,full-time,Unlimited contract,German,11-50,Product,No,C
798,29,Male,Berlin,Frontend Developer,5.0,5.0,Middle,javascript,"Javascript / Typescript, Kubernetes, Docker",66000.0,28.0,full-time,Unlimited contract,English,1000+,Product,No,javascript
799,37,Male,Berlin,Backend Developer,15.0,6.0,Middle,Elixir,"Python, Ruby, Kubernetes, Docker",73000.0,30.0,full-time,Unlimited contract,English,101-1000,Consulting / Agency,No,Elixir
800,26,Female,Prague,Software Engineer,4.0,1.0,Middle,C#,.NET,64000.0,25.0,full-time,Unlimited contract,English,1000+,Product,No,C
801,26,Male,Berlin,Product Analyst,4.0,3.0,Middle,Python,"Python, Javascript / Typescript, SQL, Google Cloud",55000.0,26.0,full-time,Unlimited contract,English,1000+,Product,No,Python
802,31,Male,Munich,Software Engineer,5.0,2.0,Middle,Java,"Javascript / Typescript, Java / Scala, SQL, Docker",74000.0,27.0,full-time,Unlimited contract,English,1000+,Product,No,Java
803,34,Female,Hildesheim ,QA Engineer,11.0,2.0,Senior,QA,"Python, SQL",60000.0,30.0,full-time,Unlimited contract,German,1000+,Product,No,QA
804,34,Male,Hamburg,DevOps,8.0,1.0,Senior,Embedded,C/C++,67500.0,30.0,full-time,Unlimited contract,English,101-1000,Product,No,Embedded
805,36,Male,Munich,Software Engineer,13.0,5.0,Head,Java,"Javascript / Typescript, Java / Scala, AWS, Azure, Kubernetes, Docker",90000.0,30.0,full-time,Unlimited contract,English,101-1000,Product,No,Java
806,36,Male,Berlin,DevOps,17.0,4.0,Head,Python,"Go, AWS, Kubernetes, Docker",124000.0,28.0,full-time,Unlimited contract,English,101-1000,Product,No,Python
807,31,Male,Berlin,Software Engineer,7.0,2.0,Senior,Java,"SQL, AWS, Kubernetes, Docker",75000.0,30.0,full-time,Unlimited contract,English,101-1000,Product,No,Java
808,28,Male,Munich,Software Engineer,8.0,1.0,Senior,PHP,"PHP, Javascript / Typescript, SQL, Go, AWS",57000.0,28.0,full-time,Unlimited contract,English,51-100,Product,No,PHP
809,28,Male,Munich,Software Engineer,8.0,1.0,Senior,PHP,"PHP, Javascript / Typescript, SQL, Go, AWS",57000.0,28.0,full-time,Unlimited contract,English,51-100,Product,No,PHP
810,36,Male,Berlin,Backend Developer,16.0,8.0,Lead,Scala,"Python, Kotlin, Java / Scala, SQL, AWS, Kubernetes, Docker",120000.0,30.0,full-time,Unlimited contract,English,101-1000,Startup,No,Scala
811,22,Female,Eindhoven,Frontend Developer,2.0,0.0,Junior,JS,"Javascript / Typescript, SQL, Docker",24000.0,24.0,full-time,Unlimited contract,English,11-50,Product,No,JS
812,30,Male,Berlin,Backend Developer,4.0,2.0,Middle,python,Python,58000.0,24.0,full-time,Unlimited contract,English,101-1000,Product,No,python
813,35,Male,Berlin,Software Engineer,12.0,6.0,Middle,Kotlin,"Python, Ruby, Java / Scala, AWS",75000.0,28.0,full-time,Unlimited contract,English,1000+,Product,No,Kotlin
814,36,Male,Bonn,DevOps,15.0,1.0,Junior,jenkins bash,"Kotlin, Swift, Javascript / Typescript, Docker",52500.0,30.0,full-time,Unlimited contract,English,11-50,Product,No,jenkins
815,28,Male,Cologne,Software Engineer,5.0,1.0,Middle,Java,"Python, Kotlin, Javascript / Typescript, SQL, Docker",50000.0,25.0,full-time,Unlimited contract,Russian,101-1000,Product,No,Java
816,42,Male,Berlin,Backend Developer,19.0,3.0,Senior,PHP,"Kotlin, SQL, Kubernetes, Docker",66000.0,26.0,full-time,Unlimited contract,English,101-1000,Product,No,PHP
817,34,Male,Berlin,Backend Developer,14.0,4.0,Senior,Kotlin,"Java / Scala, SQL, AWS, Kubernetes, Docker",95000.0,28.0,full-time,Unlimited contract,English,1000+,Product,No,Kotlin
818,27,Male,Hamburg,Backend Developer,0.0,0.0,Junior,Python,Javascript / Typescript,50000.0,30.0,full-time,Unlimited contract,English,up to 10,Startup,No,Python
819,29,Male,Munich,Frontend Developer,5.0,3.0,Lead,javascript,Javascript / Typescript,70000.0,24.0,full-time,Unlimited contract,English,11-50,Startup,No,javascript
820,36,Female,Berlin,Data Scientist,5.0,5.0,Senior,Python,"Python, R",87000.0,30.0,full-time,Unlimited contract,English,1000+,Product,No,Python
821,31,Male,Berlin,Software Engineer,4.0,4.0,Senior,Python,"Python, Javascript / Typescript, AWS, Docker",68000.0,30.0,full-time,Unlimited contract,English,101-1000,Startup,No,Python
822,32,Male,Berlin,Software Engineer,13.0,5.0,Lead,JavaScript,"Javascript / Typescript, SQL, AWS, Docker",83000.0,30.0,full-time,Unlimited contract,English,1000+,Product,No,JavaScript
823,36,Male,Prefer not to say,ML Engineer,6.0,6.0,Senior,Python,"Python, R, Docker",110000.0,30.0,full-time,Unlimited contract,English,101-1000,Startup,No,Python
824,26,Male,Munich,Software Engineer,6.0,2.0,Senior,TypeScript,"AWS, Docker",93000.0,30.0,full-time,Unlimited contract,English,11-50,Startup,No,TypeScript
825,28,Female,Berlin,Data Scientist,4.0,2.0,Middle,Python,Python,73700.0,28.0,full-time,Unlimited contract,English,1000+,Product,No,Python
826,34,Male,Munich,Data Scientist,10.0,10.0,Senior,Python,"R, SQL, AWS, Docker",85000.0,28.0,full-time,Unlimited contract,English,101-1000,Consulting / Agency,No,Python
827,38,Male,Berlin,Data Scientist,10.0,9.0,Senior,Python,Python,87550.0,30.0,full-time,Unlimited contract,German,101-1000,Product,No,Python
828,37,Male,Berlin,Software Engineer,16.0,8.0,Senior,Java,"Google Cloud, Kubernetes, Docker",80000.0,27.0,full-time,Unlimited contract,English,101-1000,Product,No,Java
829,31,Male,Berlin,Backend Developer,9.0,1.0,Senior,NodeJS/TS,Javascript / Typescript,65000.0,27.0,full-time,Unlimited contract,English,51-100,Startup,No,NodeJS
830,38,Male,Berlin,Backend Developer,15.0,1.0,Middle,PHP/MySQL,"PHP, SQL, Docker, VMs",40700.0,25.0,full-time,Unlimited contract,English,11-50,Consulting / Agency,No,PHP
831,25,Male,Hamburg,ML Engineer,2.0,2.0,Middle,Python,.NET,60000.0,28.0,full-time,Unlimited contract,German,11-50,Product,No,Python
832,33,Female,Berlin,Frontend Developer,13.0,4.0,Middle,"Angular, TypeScript",Javascript / Typescript,47745.0,30.0,part-time,Unlimited contract,English,1000+,Product,No,Angular
833,39,Female,Berlin,Data Scientist,2.5,2.0,Junior,python,"C/C++, R, SQL",60000.0,30.0,full-time,Unlimited contract,English,up to 10,corporate incubator,Yes,python
834,25,Male,Hamburg,Software Engineer,1.0,1.0,Junior,C#,"Javascript / Typescript, .NET, SQL, Kubernetes",43500.0,28.0,full-time,Unlimited contract,German,51-100,Startup,No,C
835,30,Female,Berlin,Software Engineer,7.0,3.0,Senior,Java,"Python, Javascript / Typescript",60000.0,27.0,full-time,Unlimited contract,English,51-100,Product,No,Java
836,35,Male,Munich,Software Engineer,14.0,1.0,Senior,C++,"Python, C/C++",98000.0,30.0,full-time,Unlimited contract,English,1000+,Product,No,C
837,25,Male,Cologne,ML Engineer,2.0,2.0,Middle,"NLP, Python","Python, C/C++, Google Cloud, Docker",51000.0,24.0,full-time,Temporary contract,English,up to 10,Startup,No,NLP
838,31,Male,Berlin,Software Engineer,4.0,1.0,Senior,Java,"Python, Javascript / Typescript, SQL, AWS, Kubernetes",69000.0,28.0,full-time,Unlimited contract,English,1000+,Product,No,Java
839,25,Female,Amsterdam,Data Scientist,1.5,0.0,Middle,Python,"AWS, Docker",49850.0,25.0,full-time,Unlimited contract,English,11-50,Startup,No,Python
840,27,Male,Dusseldurf,Backend Developer,2.0,0.0,Middle,PHP,Kotlin,50000.0,28.0,full-time,Unlimited contract,English,101-1000,Product,No,PHP
841,37,Male,Berlin,Software Engineer,12.0,6.0,Middle,php,"PHP, SQL, Docker",65000.0,26.0,full-time,Unlimited contract,English,1000+,Product,No,php
842,32,Male,Hamburg,ML Engineer,4.0,1.5,Middle,"Python, Whole Apache Data Science Stack, AWS","Javascript / Typescript, SQL, AWS, Docker",37500.0,24.0,full-time,Unlimited contract,German,101-1000,Consulting / Agency,No,Python
843,28,Female,Berlin,Backend Developer,3.0,2.0,Middle,Python,"AWS, Docker",65000.0,30.0,full-time,Unlimited contract,English,1000+,Product,No,Python
844,35,Male,Fr,Backend Developer,4.0,2.5,Middle,Java,"Javascript / Typescript, Java / Scala, SQL",42000.0,28.0,full-time,Unlimited contract,English,51-100,Consulting / Agency,No,Java
845,36,Male,Berlin,Staff Engineer,15.0,4.0,Lead,Go,"PHP, AWS, Kubernetes, Docker",85000.0,28.0,full-time,Unlimited contract,English,1000+,Product,No,Go
846,32,Male,Berlin,Designer (UI/UX),5.0,10.0,Senior,Java,"Python, PHP, Javascript / Typescript, SQL",70000.0,24.0,freelancer,Unlimited contract,German,up to 10,Startup,No,Java
847,33,Male,Berlin,Head of IT,3.0,3.0,Head,Python,"Python, Javascript / Typescript, Docker",100000.0,32.0,full-time,Unlimited contract,German,51-100,Product,Yes,Python
848,35,Male,Berlin,Backend Developer,13.0,5.0,Senior,Php,"PHP, SQL, Go, AWS, Docker",68000.0,26.0,full-time,Unlimited contract,English,1000+,Product,No,Php
849,32,Female,Berlin,Computational linguist,5.0,5.0,Middle,Java,"Python, Docker",50400.0,29.0,full-time,Unlimited contract,English,11-50,Product,No,Java
850,28,Male,Berlin,Product Analyst,4.0,0.0,Junior,SQL,"Python, Clojure, SQL",55000.0,22.0,full-time,Unlimited contract,English,1000+,Product,No,SQL
851,30,Male,Hamburg,Data Scientist,5.0,5.0,Middle,Python,"Python, C/C++, SQL, AWS",55000.0,30.0,full-time,Unlimited contract,English,101-1000,Product,No,Python
852,32,Male,Berlin,Backend Developer,10.0,5.0,Senior,Node.js,"Javascript / Typescript, SQL, Google Cloud, Kubernetes, Docker",80000.0,24.0,full-time,Unlimited contract,English,11-50,Startup,No,Node
853,33,Male,Munich,Software Engineer,5.0,5.0,Senior,Embedded C++,"Python, C/C++",61000.0,30.0,full-time,Unlimited contract,English,1000+,Consulting / Agency,No,Embedded
854,31,Male,Berlin,Data Engineer,4.0,2.0,Middle,Python,"Python, SQL, AWS, Docker",50000.0,30.0,full-time,Unlimited contract,English,101-1000,Product,No,Python
855,32,Male,Munich,Software Engineer,10.0,3.0,Lead,Swift,Java / Scala,75000.0,27.0,full-time,Unlimited contract,English,101-1000,Product,No,Swift
856,25,Male,Munich,Frontend Developer,7.0,1.0,Senior,JS,"C/C++, Javascript / Typescript, AWS, Google Cloud, Kubernetes",70000.0,28.0,full-time,Unlimited contract,English,101-1000,Consulting / Agency,No,JS
857,34,Male,Munich,Software Engineer,10.0,4.0,Senior,C++,"Python, C/C++",74000.0,30.0,full-time,Unlimited contract,English,1000+,Product,No,C
858,29,Male,Darmstadt,Data Scientist,5.0,2.0,Middle,Python,"SQL, Kubernetes, Docker",65000.0,30.0,full-time,Unlimited contract,English,101-1000,Product,No,Python
859,29,Male,Darmstadt,Data Scientist,5.0,2.0,Middle,Python,"SQL, Kubernetes, Docker",65000.0,30.0,full-time,Unlimited contract,English,101-1000,Product,No,Python
860,24,Male,Munich,DevOps,3.0,1.0,Junior,Go,"Python, SQL, Go",77000.0,30.0,full-time,Unlimited contract,English,1000+,FAANG,No,Go
861,35,Male,Frankfurt,Software Engineer,10.0,1.0,Senior,Java,"Python, .NET, Java / Scala, SQL, Kubernetes, Docker",60000.0,30.0,full-time,Unlimited contract,English,101-1000,Consulting / Agency,No,Java
862,31,Male,Munich,DevOps,6.0,2.0,Middle,NodsJs,"Javascript / Typescript, AWS, Kubernetes, Docker",60000.0,30.0,full-time,Unlimited contract,English,51-100,Consulting / Agency,No,NodsJs
863,27,Male,Munich,Software Engineer,2.0,5.0,Junior,Java,Javascript / Typescript,68000.0,28.0,full-time,Unlimited contract,English,101-1000,Product,No,Java
864,38,Male,Berlin,Full-Stack Developer,1.0,1.0,Junior,Javascript/Typescript,AWS,45500.0,28.0,full-time,Unlimited contract,English,51-100,Startup,No,Javascript
865,34,Male,Munich,DevOps,12.0,2.0,Middle,Java,"Python, SQL, Perl",72000.0,28.0,full-time,Unlimited contract,English,101-1000,Product,No,Java
866,35,Male,Darmstadt,Data Scientist,4.0,4.0,Senior,python,"Javascript / Typescript, Java / Scala, Docker",67000.0,30.0,full-time,Unlimited contract,English,51-100,Product,No,python
867,35,Male,Duesseldorf,DevOps,17.0,5.0,Senior,Linux,"SQL, AWS, Google Cloud, Azure, Kubernetes, Docker",85000.0,30.0,full-time,Unlimited contract,English,1000+,Consulting / Agency,No,Linux
868,36,Male,Berlin,Backend Developer,10.0,3.0,Senior,Java,"Javascript / Typescript, Java / Scala, SQL, AWS, Docker, nomad, QlikSense",75000.0,30.0,full-time,Unlimited contract,English,101-1000,Product,No,Java
869,29,Male,Berlin,DevOps,7.0,3.0,Senior,"Kuberenetes, Openstack","Python, Go, Kubernetes, Docker, Openstack",82000.0,28.0,full-time,Unlimited contract,English,101-1000,Consulting / Agency,No,Kuberenetes
870,35,Male,Berlin,Software Engineer,15.0,4.0,Senior,Java,Kotlin,85000.0,30.0,full-time,Unlimited contract,English,101-1000,Product,No,Java
871,25,Female,Cambridge,Frontend Developer,4.0,0.0,Middle,JavaScript/Typescript,Javascript / Typescript,45000.0,28.0,full-time,Unlimited contract,English,101-1000,Product,No,JavaScript
872,24,Male,Berlin,ML Engineer,0.8,0.0,Junior,Python,Python,11500.0,24.0,part-time,Temporary contract,English,11-50,Consulting / Agency,No,Python
873,34,Male,Cologne,CTO,14.0,2.0,Lead,C#,"Javascript / Typescript, .NET, SQL, Azure, Kubernetes, Docker",84000.0,21.0,full-time,Unlimited contract,English,11-50,Product,No,C
874,42,Male,Hamburg,Data Scientist,2.0,2.0,Senior,Python ,"Python, SQL, Google Cloud",80000.0,30.0,full-time,Unlimited contract,German,1000+,Old industry,No,Python
875,32,Male,Berlin,Mobile Developer,8.0,2.0,Senior,Swift,"Kotlin, Swift, Ruby",75000.0,26.0,full-time,Unlimited contract,English,1000+,Product,No,Swift
876,26,Female,Berlin,Mobile Developer,8.0,3.0,Middle,c++,"C/C++, SAP / ABAP",40000.0,36.0,freelancer,Temporary contract,German,101-1000,Product,No,c
877,35,Male,Munich,Software Engineer,15.0,5.0,Head,SQL,"Python, AWS, Kubernetes, Docker",100000.0,30.0,full-time,Unlimited contract,English,11-50,Consulting / Agency,No,SQL
878,43,Male,Munich,Product Manager,18.0,9.0,Lead,.NET,Kotlin,115000.0,25.0,full-time,Unlimited contract,English,1000+,Product,No,nan
879,41,Male,Munich,Software Engineer,15.0,15.0,Senior,Kotlin,"Python, Java / Scala, SQL, AWS",99000.0,39.0,full-time,Unlimited contract,German,1000+,Product,No,Kotlin
880,33,Male,Berlin,Backend Developer,8.0,6.0,Lead,NodeJS,"Python, Javascript / Typescript, SQL, AWS, Azure, Kubernetes, Docker",90000.0,25.0,full-time,Unlimited contract,English,101-1000,Product,No,NodeJS
881,44,Male,Berlin,QA Lead,15.0,5.0,Lead,"JS, Java",Docker,72000.0,30.0,full-time,Unlimited contract,English,11-50,Product,No,JS
882,28,Male,Berlin,ML Engineer,5.0,3.0,Middle,"Python, Pytorch","Python, AWS, Google Cloud, Docker",54000.0,27.0,full-time,Unlimited contract,English,up to 10,Startup,No,Python
883,34,Female,Berlin,Designer (UI/UX),10.0,6.0,Senior,"PS, Sketch, React, CSS3",Javascript / Typescript,45000.0,30.0,full-time,Unlimited contract,German,up to 10,Product,No,PS
884,28,Male,Brussels,Robotics Engineer,3.0,0.0,Middle,C++,"Python, C/C++, Javascript / Typescript, Docker",45000.0,25.0,full-time,Unlimited contract,English,up to 10,Startup,No,C
