,age,gender,city,position,experience,germany_experience,work_level,main_tech,other_tech,yearly_salary,vacation_days,emp_state,contract_duration,main_language,company_size,company_type,covid_lost,first_word
442,38,Male,Berlin,Data Scientist,15.0,3.0,Senior,Python,"Python, SQL, AWS",56000.0,21.0,full-time,Unlimited contract,English,11-50,Product,No,Python
443,39,Male,Hamburg,Data Scientist,10.0,10.0,Senior,R,"Python, R, SQL",80000.0,30.0,full-time,Unlimited contract,English,1000+,Energy ,No,R
444,35,Male,Berlin,Backend Developer,13.0,5.0,Senior,Nodejs,"PHP, Javascript / Typescript",90000.0,31.0,full-time,Unlimited contract,English,up to 10,Startup,No,Nodejs
445,29,Female,Berlin,Data Scientist,0.0,0.0,intern,Python,"Python, SQL, AWS, Google Cloud, Docker",20000.0,25.0,full-time,Temporary contract,English,1000+,Product,No,Python
446,36,Male,Berlin,Engineering Manager,18.0,10.0,Head,C++,"Python, Swift, Java / Scala",98000.0,30.0,full-time,Unlimited contract,English,1000+,Product,No,C
447,41,Male,Berlin,Backend Developer,20.0,5.0,Senior,Python,"Python, SQL, AWS, Kubernetes, Docker",93000.0,29.0,full-time,Unlimited contract,English,1000+,Product,No,Python
448,41,Male,Berlin,Software Engineer,18.0,7.0,Lead,PHP,"SQL, Google Cloud, Kubernetes, Docker",100000.0,28.0,full-time,Unlimited contract,English,51-100,Product,No,PHP
449,28,Female,Berlin,Data Scientist,6.0,1.0,Senior,sql,"Python, R, SQL",70000.0,27.0,full-time,Unlimited contract,English,1000+,Product,No,sql
450,33,Male,Berlin,Software Engineer,10.0,3.0,Lead,javascript,"Javascript / Typescript, AWS, Docker",75000.0,26.0,full-time,Unlimited contract,English,101-1000,Startup,No,javascript
451,31,Male,Munich,Software Engineer,3.0,3.0,Middle,JavaScript ,"Javascript / Typescript, Java / Scala",63000.0,30.0,full-time,Unlimited contract,German,51-100,Product,No,JavaScript
452,29,Male,Berlin,Backend Developer,5.0,1.0,Senior,Java,"Java / Scala, SQL, AWS, Kubernetes, Docker",70000.0,27.0,full-time,Unlimited contract,English,1000+,Product,No,Java
453,25,Male,Berlin,ML Engineer,4.5,2.0,Middle,"Spark, Pytorch",Python,75000.0,30.0,full-time,Unlimited contract,English,11-50,Startup,No,Spark
454,34,Male,Berlin,QA Engineer,10.0,5.0,Lead,Java,"Javascript / Typescript, SQL, AWS, Docker",85000.0,30.0,full-time,Unlimited contract,English,101-1000,Startup,No,Java
455,45,Male,Berlin,Backend Developer,30.0,1.0,Senior,PHP,"Javascript / Typescript, Go, AWS, Google Cloud, Docker",55000.0,24.0,full-time,Unlimited contract,English,11-50,Startup,No,PHP
456,37,Male,Berlin,Embedded Software Engineer,15.0,1.0,Senior,C/C++,"Python, C/C++",78000.0,28.0,full-time,Unlimited contract,English,1000+,Product,No,C
457,31,Male,Berlin,Software Engineer,9.0,5.0,Lead,javascript,"AWS, Docker",99000.0,30.0,full-time,Unlimited contract,English,101-1000,Startup,No,javascript
458,32,Male,Amsterdam,Backend Developer,15.0,0.0,Senior,Golang,"Python, Javascript / Typescript, SQL, AWS, Kubernetes, Docker",90000.0,25.0,full-time,Unlimited contract,English,11-50,Product,No,Golang
459,42,Male,Wroclaw,Software Engineer,16.0,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0       3.0
1       4.0
2       6.0
3       1.0
4       6.0
       ... 
1248    5.0
1249    1.5
1250    2.0
1251    7.0
1252    2.0
Name: germany_experience, Length: 1236, dtype: object>",Senior,java/scala/go/clouds/devops,"Java / Scala, Go, AWS, Google Cloud, Kubernetes, Docker",36000.0,30.0,full-time,Unlimited contract,English,1000+,Product,No,java
460,36,Male,Berlin,Backend Developer,14.0,12.0,Middle,JS,Docker,75000.0,30.0,full-time,Unlimited contract,English,101-1000,Product,No,JS
461,40,Male,Karlsruhe,Team Manager,20.0,6.0,Lead,C#,"Python, .NET, Azure, Kubernetes, Docker",85000.0,30.0,full-time,Unlimited contract,English,1000+,Enterprise,No,C
462,28,Male,Berlin,Backend Developer,7.0,3.0,Senior,Java,"Ruby, Go, Perl",95000.0,28.0,full-time,Unlimited contract,English,101-1000,Product,No,Java
463,35,Male,Frankfurt,Backend Developer,15.0,15.0,Senior,C,"Python, Javascript / Typescript, SQL, Docker",63000.0,30.0,full-time,Unlimited contract,German,51-100,Product,No,C
464,37,Male,Berlin,Backend Developer,12.0,3.0,Senior,Java,"Javascript / Typescript, Java / Scala, Google Cloud, Docker",102000.0,30.0,full-time,Unlimited contract,English,101-1000,Startup,No,Java
465,33,Male,Berlin,Software Engineer,10.0,6.0,Lead,C/C++,C/C++,95000.0,30.0,full-time,Unlimited contract,English,1000+,Product,No,C
466,33,Male,Berlin,Backend Developer,13.0,5.0,Senior,Java,"Java / Scala, SQL, Kubernetes, Docker",78600.0,30.0,full-time,Unlimited contract,English,101-1000,Product,No,Java
467,31,Male,Munich,Software Engineer,10.0,4.0,Lead,Java ,"Python, Javascript / Typescript, AWS, Docker",70000.0,28.0,full-time,Unlimited contract,English,101-1000,Product,No,Java
468,31,Male,Berlin,Software Engineer,4.0,2.0,Middle,Java,"Kotlin, Javascript / Typescript, Docker",67000.0,30.0,full-time,Unlimited contract,English,1000+,Product,No,Java
469,28,Male,Wolfsburg,Software Engineer,3.0,1.0,Middle,Java,SQL,42000.0,30.0,full-time,Unlimited contract,English,101-1000,Consulting / Agency,No,Java
470,31,Male,Boeblingen,QA Engineer,6.0,3.0,Senior,Python,"Python, Squish",53000.0,30.0,full-time,Unlimited contract,English,1000+,Consulting / Agency,No,Python
471,25,Female,Frankfurt,Software Engineer,3.0,2.0,Middle,Java,"Javascript / Typescript, SQL",53000.0,30.0,full-time,Unlimited contract,German,1000+,Product,No,Java
472,35,Male,Berlin,Data Analyst,9.0,9.0,Senior,Python,"Python, SQL, AWS, Kubernetes, Docker",77000.0,28.0,full-time,Unlimited contract,German,101-1000,Startup,No,Python
473,35,Male,Berlin,Software Engineer,15.0,10.0,Senior,.net,"C/C++, .NET, Go, Docker",80000.0,30.0,full-time,Unlimited contract,English,11-50,Consulting / Agency,No,nan
474,41,Male,Berlin,DevOps,20.0,14.0,Senior,"Linux/UNIX, GIT, Virtualisation Platforms, *shell(s) scripts","Python, Javascript / Typescript, SQL, AWS, Google Cloud, Kubernetes, Docker",58800.0,35.0,full-time,Unlimited contract,German,1000+,Bloody enterprise,No,Linux
475,33,Male,Berlin,DevOps,8.0,3.0,Senior,AWS,"Python, AWS, Kubernetes, Docker",75000.0,30.0,full-time,Unlimited contract,English,1000+,service,No,AWS
476,33,Male,Berlin,Data Engineer,13.0,3.0,Senior,Python,"Python, Java / Scala, SQL, AWS, Kubernetes, Docker",85000.0,26.0,full-time,Unlimited contract,English,101-1000,Startup,No,Python
477,38,Male,Munich,Software Engineer,15.0,2.0,Senior,Java,"Java / Scala, Kubernetes, Docker",70000.0,26.0,full-time,Unlimited contract,English,11-50,Product,No,Java
478,35,Male,Berlin,Software Engineer,10.0,6.0,Senior,php,"Python, PHP, Javascript / Typescript, SQL",78000.0,27.0,full-time,Unlimited contract,German,up to 10,Product,No,php
479,36,Female,Berlin,Data Scientist,5.0,5.0,Senior,Python,"Python, Java / Scala, SQL, AWS",75000.0,28.0,part-time,Unlimited contract,English,51-100,Startup,No,Python
480,49,Male,Munich,Software Engineer,27.0,19.0,Senior,Java,"Javascript / Typescript, Java / Scala, SQL, Docker, Groovy",57000.0,30.0,full-time,Unlimited contract,German,101-1000,Consulting / Agency,No,Java
481,32,Male,Berlin,Software Engineer,10.0,7.0,Lead,TypeScript,Javascript / Typescript,120000.0,0.0,freelancer,Temporary contract,Deuglisch,1000+,Concern,Yes,TypeScript
482,32,Female,Berlin,Software Engineer,6.0,4.0,Lead,Java,"Python, Kotlin, AWS, Docker",75000.0,28.0,full-time,Unlimited contract,English,101-1000,Startup,No,Java
483,27,Female,Berlin,Data Analyst ,1.0,1.0,Middle,"Python, SQL","Python, SQL",63000.0,27.0,full-time,Unlimited contract,English,1000+,Product,No,Python
484,31,Male,Frankfurt,Data Scientist,6.0,6.0,Senior,python,"Python, AWS, Docker",60000.0,30.0,full-time,Unlimited contract,English,51-100,Consulting / Agency,No,python
485,31,Male,Paris,Mobile Developer,8.0,0.0,Senior,Swift,Swift,60000.0,30.0,full-time,Unlimited contract,English,101-1000,Product,No,Swift
486,28,Male,Cologne,Backend Developer,4.0,4.0,Middle,Java,Pl/sql,44000.0,30.0,full-time,Unlimited contract,German,101-1000,Product,No,Java
487,27,Male,Berlin,Software Engineer,2.0,1.0,Lead,DWH,SQL,90000.0,31.0,full-time,Unlimited contract,English,1000+,Product,No,DWH
488,29,Male,Berlin,Frontend Developer,8.0,5.0,Head,JavaScript,"Kubernetes, Docker",82500.0,30.0,full-time,Unlimited contract,English,1000+,Product,No,JavaScript
489,32,Female,Munich,Data Engineer,10.0,2.0,Middle,Python,"Python, SQL, AWS, Docker, Spark, Airflow",75000.0,27.0,full-time,Unlimited contract,English,11-50,Startup,Yes,Python
490,28,Male,Berlin,QA Engineer,5.0,1.0,Middle,QA,Python,60000.0,30.0,full-time,Unlimited contract,English,101-1000,Product,No,QA
491,38,Male,Dublin ,Mobile Developer,16.0,0.0,Senior,Swift,"Swift, Java / Scala",85000.0,24.0,full-time,Unlimited contract,English,101-1000,Product,No,Swift
492,29,Male,Berlin,Data Engineer,3.0,3.0,Middle,Azure,"Python, SQL, Azure",54000.0,30.0,full-time,Unlimited contract,German,1000+,Utilities,No,Azure
493,30,Male,Stockholm,Backend Developer,7.0,2.5,Senior,C++,"Python, C/C++, Java / Scala, AWS, Kubernetes, Docker",65000.0,33.0,full-time,Unlimited contract,English,1000+,Product,No,C
494,30,Male,Paderborn,Data Scientist,6.0,2.0,Junior,Python,"Python, SQL, Docker",51000.0,30.0,full-time,Unlimited contract,German,101-1000,Product,No,Python
495,37,Male,Berlin,Mobile Developer,16.0,2.0,Senior,iOS,"Kotlin, C/C++, Swift, Ruby",65000.0,30.0,full-time,Unlimited contract,English,101-1000,Product,No,iOS
496,32,Male,Amsterdam,Mobile Developer,13.0,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0       3.0
1       4.0
2       6.0
3       1.0
4       6.0
       ... 
1248    5.0
1249    1.5
1250    2.0
1251    7.0
1252    2.0
Name: germany_experience, Length: 1236, dtype: object>",Senior,Kotlin,Kotlin,85000.0,27.0,full-time,Unlimited contract,English,1000+,Bank,No,Kotlin
497,30,Male,Berlin,Software Engineer,7.0,1.0,Senior,Java,"Go, AWS, Kubernetes",86000.0,30.0,full-time,Unlimited contract,English,1000+,Product,No,Java
498,32,Male,Berlin,QA Engineer,10.0,3.0,Senior,js,"Java / Scala, Google Cloud, Docker",81000.0,30.0,full-time,Unlimited contract,English,1000+,Product,No,js
499,32,Male,Cologne,DevOps,7.0,2.0,Middle,k8s,"Python, Google Cloud, Kubernetes, Docker",60000.0,30.0,full-time,Unlimited contract,English,101-1000,Product,Yes,k
500,34,Male,Munich,Software Engineer,12.0,8.0,Senior,Java,"Java / Scala, SQL, Go, Google Cloud, Kubernetes, Docker",74000.0,30.0,full-time,Unlimited contract,English,101-1000,Product,No,Java
501,43,Male,Cologne,Backend Developer,10.0,7.0,Senior,Php,PHP,57600.0,26.0,full-time,Unlimited contract,German,101-1000,Product,No,Php
502,33,Male,Munich,Software Engineer,13.0,4.0,Senior,Java,"Python, Kotlin, Javascript / Typescript, AWS, Kubernetes, Docker",70000.0,24.0,full-time,Unlimited contract,English,101-1000,Startup,No,Java
503,28,Female,Munich,QA Engineer,8.0,4.0,Senior,Kotlin,"Kotlin, Java / Scala, AWS, Kubernetes, Docker",75000.0,30.0,full-time,Unlimited contract,English,101-1000,Product,No,Kotlin
504,33,Male,Hamburg,Software Engineer,11.0,5.0,Senior,Java,"Python, SQL",65000.0,28.0,full-time,Unlimited contract,English,11-50,Product,No,Java
505,33,Male,Munich,Software Engineer,11.0,4.0,Lead,"Frontend: react, node.js","Javascript / Typescript, AWS, Kubernetes, Docker",90000.0,28.0,full-time,Unlimited contract,English,1000+,Product,No,Frontend
506,51,Male,Berlin,Software Engineer,30.0,30.0,Senior,"VB, RPA, Python","Python, PHP, Javascript / Typescript, .NET, SQL, SAP / ABAP",60000.0,30.0,full-time,Unlimited contract,German,1000+,Consulting / Agency,No,VB
507,35,Male,Berlin,Software Engineer,8.0,5.0,Senior,Go,"Java / Scala, Go, AWS, Google Cloud, Azure, Kubernetes, Docker",90000.0,30.0,full-time,Unlimited contract,English,1000+,Product,No,Go
508,35,Male,Berlin,Software Engineer,1.0,1.0,Junior,FBD,"PHP, Javascript / Typescript, SQL",30000.0,26.0,full-time,Unlimited contract,German,up to 10,Product,No,FBD
509,28,Male,Munich,Software Engineer,6.0,3.0,Middle,"C, C++","C/C++, Linux Kernel",64000.0,30.0,full-time,Unlimited contract,English,101-1000,Product,No,C
510,25,Male,Berlin,Mobile Developer,2.0,2.0,Middle,"Swift, Objective-C, iOS",Swift,44000.0,27.0,full-time,Unlimited contract,English,1000+,Product,No,Swift
511,25,Female,Hamburg,working student (QA),1.0,1.0,student,Ruby,"Java / Scala, SQL",12000.0,12.0,part-time,Temporary contract,English,1000+,Product,No,Ruby
512,32,Male,Berlin,Backend Developer,10.0,3.0,Lead,Ruby,"Python, Javascript / Typescript, Ruby, SQL, AWS, Docker",80000.0,28.0,full-time,Unlimited contract,English,51-100,Product,No,Ruby
513,32,Male,Berlin,Software Engineer,9.0,3.0,Lead,Embedded,"Python, C/C++, Go",73000.0,28.0,full-time,Unlimited contract,English,101-1000,Product,No,Embedded
514,26,Male,Berlin,Architect ,9.0,4.0,Head,Go,"Kotlin, Ruby, Go, Rust, AWS, Kubernetes, Docker",120000.0,24.0,full-time,Unlimited contract,English,1000+,Product,Yes,Go
515,25,Male,Berlin,Software Engineer,6.0,3.0,Senior,JavaScript / TypeScript,"AWS, Docker",71750.0,30.0,full-time,Unlimited contract,English,1000+,Product,No,JavaScript
516,27,Female,Berlin,Backend Developer,5.0,2.5,Middle,Kotlin,"Python, Kotlin, Java / Scala, Google Cloud, Kubernetes",65000.0,30.0,full-time,Unlimited contract,English,51-100,Product,No,Kotlin
517,28,Male,Frankfurt,Frontend Developer,7.0,5.0,Senior,Javascript,"Javascript / Typescript, AWS, Azure, Docker",80000.0,29.0,full-time,Unlimited contract,English,11-50,Startup,No,Javascript
518,32,Female,Munich,QA Engineer,8.0,1.0,Senior,Java,"Javascript / Typescript, C#",60000.0,26.0,full-time,Unlimited contract,English,101-1000,Consulting / Agency,No,Java
519,28,Male,Karlsruhe,Backend Developer,7.0,3.0,Senior,Java,"Kotlin, Javascript / Typescript, AWS, Kubernetes, Docker",66000.0,28.0,full-time,Unlimited contract,English,1000+,Product,No,Java
520,34,Male,Berlin,Frontend Developer,13.0,1.0,Lead,JavaScript,"Javascript / Typescript, SQL, AWS",85000.0,30.0,full-time,Unlimited contract,English,101-1000,Product,No,JavaScript
521,35,Male,Konstanz,Data Scientist,10.0,10.0,Middle,python,"Python, Azure, Kubernetes",65000.0,25.0,full-time,Unlimited contract,English,51-100,Product,No,python
522,38,Male,Berlin,Head of Engineering,20.0,9.0,Head,Java,"Python, Kotlin, Java / Scala, SQL, AWS, Kubernetes, Docker",130000.0,30.0,full-time,Unlimited contract,English,1000+,Corporation,Yes,Java
523,31,Female,Ulm,QA Engineer,8.0,3.0,Middle,Java,Java / Scala,45000.0,30.0,full-time,Unlimited contract,English,101-1000,Product,No,Java
524,43,Male,Stuttgart,SAP Consultant,20.0,15.0,Senior,SAP / ABAP,"SQL, SAP / ABAP",82000.0,32.0,full-time,Unlimited contract,German,1000+,Product,No,SAP
525,38,Male,Berlin,Data Scientist,15.0,2.0,Head,Python,"Python, SQL, SAP / ABAP, AWS",100000.0,27.0,full-time,Unlimited contract,English,101-1000,Startup,No,Python
526,35,Male,Munich,DevOps,17.0,5.0,Lead,Kubrrnetes,"R, AWS, Google Cloud, Kubernetes, Docker",72000.0,30.0,full-time,Unlimited contract,English,1000+,Consulting / Agency,No,Kubrrnetes
527,32,Male,Berlin,DevOps,10.0,1.0,Middle,python,"Python, SQL, Go, AWS, Google Cloud, Azure, Kubernetes, Docker",62000.0,30.0,full-time,Unlimited contract,English,101-1000,Product,No,python
528,37,Male,Berlin,Mobile Developer,17.0,1.0,Senior,Swift,Javascript / Typescript,77000.0,28.0,full-time,Unlimited contract,English,1000+,Product,No,Swift
529,29,Male,Berlin,Mobile Developer,5.0,4.0,Senior,iOS,Swift,65000.0,27.0,full-time,Unlimited contract,English,101-1000,Product,No,iOS
530,38,Male,Stuttgart ,Backend Developer,4.0,2.0,Middle,PHP,"Javascript / Typescript, SQL, Docker",43000.0,30.0,full-time,Unlimited contract,English,up to 10,Consulting / Agency,No,PHP
531,29,Male,Düsseldorf,Frontend Developer,6.0,6.0,Middle,TypeScript,"Javascript / Typescript, Azure",55000.0,30.0,full-time,Unlimited contract,German,11-50,Product,No,TypeScript
532,35,Male,Berlin,QA Engineer,12.0,3.0,Senior,JS,"Javascript / Typescript, SQL",63000.0,30.0,full-time,Unlimited contract,English,101-1000,Product,Yes,JS
533,41,Male,Munich,Software Engineer,19.0,5.0,Senior,Java,"PHP, Java / Scala, SQL, AWS, Docker",75000.0,27.0,full-time,Unlimited contract,English,101-1000,Product,No,Java
534,29,Male,Barcelona,Data Scientist,0.0,0.0,Junior,Python,"R, SQL",22000.0,22.0,full-time,Unlimited contract,English,51-100,Product,No,Python
535,26,Female,Dusseldorf,BI Consultant SAP/ Data Engineer,5.0,5.0,Middle,ABAP,"Python, SQL",65000.0,30.0,full-time,Unlimited contract,German,up to 10,Startup,No,ABAP
536,30,Male,Berlin,Data Engineer,6.0,1.0,Middle,Python,AWS,65000.0,27.0,full-time,Unlimited contract,English,1000+,Product,No,Python
537,26,Male,London,DevOps,3.0,0.0,Middle,"networking, linux, automation, cloud","Python, AWS",37000.0,25.0,full-time,Unlimited contract,English,51-100,Product,No,networking
538,35,Female,Munich,Backend Developer,4.0,4.0,Middle,PHP,"PHP, Javascript / Typescript, Java / Scala",51000.0,30.0,full-time,Unlimited contract,German,101-1000,Insurance,No,PHP
539,47,Male,Bölingen,Software Engineer,25.0,15.0,Senior,java,"Java / Scala, SQL",70000.0,30.0,full-time,Unlimited contract,German,11-50,Consulting / Agency,No,java
540,32,Male,Berlin,Frontend Developer,13.0,2.0,Senior,JavaScript,"PHP, Javascript / Typescript",70000.0,25.0,full-time,Unlimited contract,English,11-50,Product,No,JavaScript
541,33,Male,Dusseldorf,Data Scientist,2.0,2.0,Lead,Spark,"Python, Docker",70000.0,25.0,full-time,Unlimited contract,English,1000+,Product,No,Spark
542,32,Male,Munich,Frontend Developer,8.0,2.0,Senior,"Js, reactJS ","Javascript / Typescript, AWS",65000.0,30.0,full-time,Unlimited contract,English,1000+,Product,No,Js
543,26,Male,Berlin,Data Engineer,4.0,3.0,Middle,Scala,"Python, Java / Scala, SQL, AWS, Google Cloud, Azure",51000.0,30.0,full-time,Unlimited contract,English,11-50,Consulting / Agency,No,Scala
544,22,Diverse,Cologne,QA Engineer,1.0,1.0,Head,Cobol,Perl,159000.0,45.0,full-time,Unlimited contract,German,1000+,Product,No,Cobol
545,43,Male,Berlin,Engineering Manager,20.0,20.0,Lead,Java,"C/C++, .NET, Java / Scala, AWS, Kubernetes, Docker",105000.0,30.0,full-time,Unlimited contract,English,1000+,Product,No,Java
546,33,Male,Munich,Software Engineer,11.0,6.0,Senior,JavaScript ,".NET, SQL",80000.0,30.0,full-time,Unlimited contract,English,101-1000,Product,No,JavaScript
547,35,Female,Frankfurt,Software Engineer,1.0,1.0,Junior,ABAP,"SQL, SAP / ABAP",50000.0,30.0,full-time,Unlimited contract,German,51-100,Consulting / Agency,No,ABAP
548,28,Male,Munich,Frontend Developer,5.0,5.0,Middle,JavaScript,"Python, Javascript / Typescript, SQL, Rust, AWS, Kubernetes, Docker",72000.0,28.0,full-time,Unlimited contract,German,11-50,Product,No,JavaScript
549,36,Male,Munich,DevOps,16.0,0.0,Senior,SRE,"Python, C/C++, Go",105000.0,30.0,full-time,Unlimited contract,English,1000+,Product,Yes,SRE
550,27,Male,Munich,Data Engineer,2.0,0.0,Junior,Python ,"Python, SQL, AWS, Azure, Docker",49000.0,30.0,full-time,Unlimited contract,German,11-50,Consulting / Agency,No,Python
551,36,Male,Berlin,Backend Developer,4.0,1.0,Middle,Java,"Python, SQL, Kubernetes, Docker",55000.0,28.0,full-time,Unlimited contract,English,101-1000,Product,No,Java
552,38,Male,Berlin,Backend Developer,5.0,1.0,Middle,Java,"Kotlin, Java / Scala, Google Cloud, Kubernetes, Docker",66000.0,28.0,full-time,Unlimited contract,English,101-1000,Product,No,Java
553,28,Male,Berlin,Mobile Developer,6.0,1.0,Middle,Android,"Kotlin, Java / Scala",85000.0,32.0,full-time,Unlimited contract,English,1000+,Product,No,Android
554,25,Male,Berlin,Mobile Developer,8.0,0.0,Senior,Clojure,"Swift, Javascript / Typescript, Java / Scala, Clojure",85000.0,24.0,full-time,Unlimited contract,English,51-100,Startup,No,Clojure
555,30,Male,Berlin,Frontend Developer,6.0,1.0,Senior,Javascript,"Python, Javascript / Typescript, SQL, SAP / ABAP",79000.0,27.0,full-time,Unlimited contract,English,1000+,Product,No,Javascript
556,30,Male,Berlin,Backend Developer,8.0,2.0,Middle,Python,"SQL, AWS, Kubernetes, Docker",74000.0,27.0,full-time,Unlimited contract,English,1000+,Product,No,Python
557,28,Male,Berlin,Backend Developer,8.0,1.0,Lead,Ruby,"SQL, AWS",67000.0,28.0,full-time,Unlimited contract,English,51-100,Startup,No,Ruby
558,32,Female,Berlin,DevOps,9.0,5.0,Middle,"Terraform, Kubernetes, AWS, GCP, Ansible, Puppet","Ruby, Java / Scala, SQL, Go, AWS, Google Cloud, Kubernetes, Docker",74000.0,40.0,full-time,Unlimited contract,English,101-1000,Product,No,Terraform
559,29,Male,Berlin,Frontend Developer,3.0,0.0,Middle,JavaScript ,PHP,48000.0,26.0,full-time,Unlimited contract,English,51-100,Consulting / Agency,No,JavaScript
560,35,Male,Berlin,Software Engineer,13.0,5.0,Lead,TypeScript,"Python, Javascript / Typescript, SQL, AWS, Google Cloud, Kubernetes, Docker, Elixir",103000.0,29.0,full-time,Unlimited contract,English,101-1000,Startup,No,TypeScript
561,33,Male,Berlin,Frontend Developer,10.0,4.0,Senior,JS,"Javascript / Typescript, Google Cloud, Kubernetes, Docker",74000.0,28.0,full-time,Unlimited contract,English,101-1000,Startup,No,JS
562,34,Male,Berlin,Backend Developer,13.0,1.0,Senior,Elixir,SQL,70000.0,30.0,full-time,Unlimited contract,English,101-1000,Product,No,Elixir
563,25,Male,Berlin,Backend Developer,6.0,2.0,Senior,Go,"Python, SQL, Go, AWS, Kubernetes, Docker",86000.0,28.0,full-time,Unlimited contract,English,101-1000,Startup,No,Go
564,25,Female,Tampere (Finland),computer vision researcher,3.0,0.0,Junior,Python,"Python, Tensorflow, Theano, Pytorch",23000.0,30.0,full-time,Temporary contract,English,51-100,Science Institute ,No,Python
565,40,Male,Berlin,Backend Developer,14.0,8.0,Lead,Spring,"Java / Scala, AWS, Azure, Kubernetes, Docker",135000.0,30.0,freelancer,Temporary contract,English,101-1000,Product,No,Spring
566,33,Male,Heidelberg,Software Engineer,11.0,5.0,Senior,Python,"Python, Javascript / Typescript, SQL, AWS, Kubernetes, Docker",80000.0,30.0,full-time,Temporary contract,English,101-1000,Research institute,No,Python
567,39,Male,Cologne,Teamlead,12.0,12.0,Head,PHP ,"AWS, Docker",75000.0,30.0,full-time,Unlimited contract,German,up to 10,Startup,No,PHP
568,24,Male,Berlin,Software Engineer,2.0,2.0,Junior,Javascript,"Javascript / Typescript, Java / Scala, SQL, AWS, Docker",50000.0,30.0,full-time,Unlimited contract,German,1000+,Product,No,Javascript
569,24,Female,Prague,Software Engineer,3.0,0.0,Middle,Java,"Java / Scala, AWS, Azure, Kubernetes, Docker",29000.0,20.0,full-time,Unlimited contract,English,11-50,Startup,No,Java
570,39,Male,Berlin,Engineering Manager,15.0,10.0,Lead,Java,"Python, Kotlin, Javascript / Typescript, SQL, Docker",78000.0,30.0,full-time,Unlimited contract,German,101-1000,Product,No,Java
571,33,Male,Amsterdam,Backend Developer,8.0,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0       3.0
1       4.0
2       6.0
3       1.0
4       6.0
       ... 
1248    5.0
1249    1.5
1250    2.0
1251    7.0
1252    2.0
Name: germany_experience, Length: 1236, dtype: object>",Senior,C#,"Python, .NET, SQL",75000.0,27.0,full-time,Temporary contract,English,11-50,Product,No,C
572,29,Male,Berlin,Software Engineer,6.0,0.5,Middle,Swift,Swift,70000.0,28.0,full-time,Unlimited contract,English,1000+,Product,No,Swift
573,29,Female,Berlin,Software Engineer,5.0,2.0,Middle,PHP,"Python, Javascript / Typescript, SQL, AWS, Google Cloud, Docker",55000.0,24.0,full-time,Unlimited contract,English,11-50,Startup,No,PHP
574,32,Male,Prague,Software Engineer,8.0,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0       3.0
1       4.0
2       6.0
3       1.0
4       6.0
       ... 
1248    5.0
1249    1.5
1250    2.0
1251    7.0
1252    2.0
Name: germany_experience, Length: 1236, dtype: object>",Senior,"C, C++",Python,36000.0,25.0,full-time,Unlimited contract,Czech,1000+,Product,No,C
575,30,Male,Berlin,Backend Developer,9.0,3.0,Head,Java,"Javascript / Typescript, Java / Scala, Go, AWS, Docker",85000.0,25.0,full-time,Unlimited contract,English,51-100,Startup,No,Java
576,31,Male,Berlin,ML Engineer,7.0,2.0,Middle,Python,"AWS, Kubernetes, Docker",80000.0,28.0,full-time,Unlimited contract,English,1000+,Product,No,Python
577,33,Male,Berlin,Mobile Developer,8.0,2.0,Senior,swift,SQL,75000.0,30.0,full-time,Unlimited contract,English,1000+,Product,No,swift
578,31,Female,Berlin,Software Engineer,1.0,1.0,Junior,React,"Python, AWS, Kubernetes, Docker, React",57000.0,30.0,full-time,Unlimited contract,English,1000+,Retail,No,React
579,36,Male,Frankfurt,Software Engineer,16.0,5.0,Middle,.Net,".NET, SQL",65000.0,30.0,full-time,Unlimited contract,German,51-100,Consulting / Agency,No,nan
580,30,Male,Berlin,Mobile Developer,8.0,5.0,Senior,Swift,"Python, Kotlin, Swift, Javascript / Typescript",60000.0,50.0,freelancer,Temporary contract,English,up to 10,Consulting / Agency,No,Swift
581,39,Male,Berlin,Software Engineer,19.0,7.0,Senior,Golang,"Python, Ruby, Go, AWS, Google Cloud, Kubernetes, Docker",87000.0,100.0,full-time,Unlimited contract,English,11-50,Startup,No,Golang
582,32,Male,Berlin,Software Engineer,11.0,1.0,Senior,C++,"Python, C/C++, Rust",100000.0,30.0,full-time,Unlimited contract,English,1000+,Product,No,C
583,35,Male,Berlin,Backend Developer,12.0,3.0,Senior,php,"SQL, Google Cloud, Docker",54000.0,27.0,full-time,Unlimited contract,English,101-1000,Product,No,php
584,34,Male,Berlin,Data Scientist,6.0,4.5,Senior,python,"Python, Javascript / Typescript, SQL, Google Cloud, Docker",80000.0,27.0,full-time,Unlimited contract,English,1000+,Product,No,python
585,26,Male,Berlin,Data Scientist,4.0,2.0,Middle,Python,"Python, SQL, Google Cloud, Docker",60000.0,27.0,full-time,Unlimited contract,English,1000+,Ecommerce,No,Python
586,29,Male,Helsinki,Mobile Developer,7.0,0.0,Senior,Kotlin,"Javascript / Typescript, Java / Scala, Flutter",64000.0,30.0,full-time,Unlimited contract,English,51-100,Consulting / Agency,No,Kotlin
587,42,Male,Berlin,Frontend Developer,18.0,5.0,Senior,React JS,Javascript / Typescript,850000.0,35.0,full-time,Unlimited contract,English,101-1000,Product,Yes,React
